文件表头（UserId）,文件表头（Region）,文件表头（ServiceId）,文件表头（FunctionId）,文件表头（StartTime）,文件表头（EndTime）,文件表头（ServiceName）,文件表头（FunctionName）,文件表头（Invocations）,文件表头（ActiveCPUUsage）,文件表头（IdleCPUUsage）,文件表头（MemoryUsage）,文件表头（DiskUsage）,文件表头（GPUUsage）,文件表头（DataTransferOut）,闲置GPU使用量,CU使用量
1484622338564623	,cn-hongkong,0b4c5c31-6a45-423e-b0dc-f684910295c9,0b4c5c31-6a45-423e-b0dc-f684910295c9,2026-07-01 15:00:00,2026-07-01 16:00:00,,sharding2,,,,,,,,,100
1484622338564623	,cn-hongkong,0b4c5c31-6a45-423e-b0dc-f684910295c9,0b4c5c31-6a45-423e-b0dc-f684910295c9,2026-07-12 18:00:00,2026-07-12 19:00:00,,sharding2,,,,,,,,,142
1484622338564623	,cn-hongkong,0b4c5c31-6a45-423e-b0dc-f684910295c9,0b4c5c31-6a45-423e-b0dc-f684910295c9,2026-07-12 19:00:00,2026-07-12 20:00:00,,sharding2,,,,,,,,,3859
1484622338564623	,cn-hongkong,0b4c5c31-6a45-423e-b0dc-f684910295c9,0b4c5c31-6a45-423e-b0dc-f684910295c9,2026-07-12 20:00:00,2026-07-12 21:00:00,,sharding2,,,,,,,,,5015
1484622338564623	,cn-hongkong,0b4c5c31-6a45-423e-b0dc-f684910295c9,0b4c5c31-6a45-423e-b0dc-f684910295c9,2026-07-12 21:00:00,2026-07-12 22:00:00,,sharding2,,,,,,,,,0
1484622338564623	,cn-hongkong,2608f41f-abac-431a-806e-a12c3c011452,2608f41f-abac-431a-806e-a12c3c011452,2026-07-01 15:00:00,2026-07-01 16:00:00,,sharding5,,,,,,,,,100
1484622338564623	,cn-hongkong,2608f41f-abac-431a-806e-a12c3c011452,2608f41f-abac-431a-806e-a12c3c011452,2026-07-12 18:00:00,2026-07-12 19:00:00,,sharding5,,,,,,,,,119
1484622338564623	,cn-hongkong,2608f41f-abac-431a-806e-a12c3c011452,2608f41f-abac-431a-806e-a12c3c011452,2026-07-12 19:00:00,2026-07-12 20:00:00,,sharding5,,,,,,,,,5487
1484622338564623	,cn-hongkong,2608f41f-abac-431a-806e-a12c3c011452,2608f41f-abac-431a-806e-a12c3c011452,2026-07-12 20:00:00,2026-07-12 21:00:00,,sharding5,,,,,,,,,3996
1484622338564623	,cn-hongkong,2608f41f-abac-431a-806e-a12c3c011452,2608f41f-abac-431a-806e-a12c3c011452,2026-07-12 21:00:00,2026-07-12 22:00:00,,sharding5,,,,,,,,,0
1484622338564623	,cn-hongkong,56320fcd-010c-4635-bc09-8e6baeba5f36,56320fcd-010c-4635-bc09-8e6baeba5f36,2026-07-01 15:00:00,2026-07-01 16:00:00,,base_line_Tow_satge_search,,,,,,,,,664
1484622338564623	,cn-hongkong,56320fcd-010c-4635-bc09-8e6baeba5f36,56320fcd-010c-4635-bc09-8e6baeba5f36,2026-07-09 21:00:00,2026-07-09 22:00:00,,base_line_Tow_satge_search,,,,,,,,,2571
1484622338564623	,cn-hongkong,56320fcd-010c-4635-bc09-8e6baeba5f36,56320fcd-010c-4635-bc09-8e6baeba5f36,2026-07-09 22:00:00,2026-07-09 23:00:00,,base_line_Tow_satge_search,,,,,,,,,91691
1484622338564623	,cn-hongkong,56320fcd-010c-4635-bc09-8e6baeba5f36,56320fcd-010c-4635-bc09-8e6baeba5f36,2026-07-09 23:00:00,2026-07-10 00:00:00,,base_line_Tow_satge_search,,,,,,,,,2748
1484622338564623	,cn-hongkong,56320fcd-010c-4635-bc09-8e6baeba5f36,56320fcd-010c-4635-bc09-8e6baeba5f36,2026-07-10 20:00:00,2026-07-10 21:00:00,,base_line_Tow_satge_search,,,,,,,,,98847
1484622338564623	,cn-hongkong,56320fcd-010c-4635-bc09-8e6baeba5f36,56320fcd-010c-4635-bc09-8e6baeba5f36,2026-07-11 18:00:00,2026-07-11 19:00:00,,base_line_Tow_satge_search,,,,,,,,,54970
1484622338564623	,cn-hongkong,56320fcd-010c-4635-bc09-8e6baeba5f36,56320fcd-010c-4635-bc09-8e6baeba5f36,2026-07-11 19:00:00,2026-07-11 20:00:00,,base_line_Tow_satge_search,,,,,,,,,4008
1484622338564623	,cn-hongkong,56320fcd-010c-4635-bc09-8e6baeba5f36,56320fcd-010c-4635-bc09-8e6baeba5f36,2026-07-11 21:00:00,2026-07-11 22:00:00,,base_line_Tow_satge_search,,,,,,,,,184668
1484622338564623	,cn-hongkong,56320fcd-010c-4635-bc09-8e6baeba5f36,56320fcd-010c-4635-bc09-8e6baeba5f36,2026-07-12 18:00:00,2026-07-12 19:00:00,,base_line_Tow_satge_search,,,,,,,,,113010
1484622338564623	,cn-hongkong,56320fcd-010c-4635-bc09-8e6baeba5f36,56320fcd-010c-4635-bc09-8e6baeba5f36,2026-07-12 19:00:00,2026-07-12 20:00:00,,base_line_Tow_satge_search,,,,,,,,,24265
1484622338564623	,cn-hongkong,56320fcd-010c-4635-bc09-8e6baeba5f36,56320fcd-010c-4635-bc09-8e6baeba5f36,2026-07-12 20:00:00,2026-07-12 21:00:00,,base_line_Tow_satge_search,,,,,,,,,9515
1484622338564623	,cn-hongkong,56320fcd-010c-4635-bc09-8e6baeba5f36,56320fcd-010c-4635-bc09-8e6baeba5f36,2026-07-12 21:00:00,2026-07-12 22:00:00,,base_line_Tow_satge_search,,,,,,,,,26017
1484622338564623	,cn-hongkong,56320fcd-010c-4635-bc09-8e6baeba5f36,56320fcd-010c-4635-bc09-8e6baeba5f36,2026-07-16 20:00:00,2026-07-16 21:00:00,,base_line_Tow_satge_search,,,,,,,,,1874
1484622338564623	,cn-hongkong,56320fcd-010c-4635-bc09-8e6baeba5f36,56320fcd-010c-4635-bc09-8e6baeba5f36,2026-07-16 21:00:00,2026-07-16 22:00:00,,base_line_Tow_satge_search,,,,,,,,,1017
1484622338564623	,cn-hongkong,5c285c19-edcf-4fd7-81b5-e6d64326cef0,5c285c19-edcf-4fd7-81b5-e6d64326cef0,2026-07-01 15:00:00,2026-07-01 16:00:00,,sharding1,,,,,,,,,100
1484622338564623	,cn-hongkong,5c285c19-edcf-4fd7-81b5-e6d64326cef0,5c285c19-edcf-4fd7-81b5-e6d64326cef0,2026-07-12 18:00:00,2026-07-12 19:00:00,,sharding1,,,,,,,,,193
1484622338564623	,cn-hongkong,5c285c19-edcf-4fd7-81b5-e6d64326cef0,5c285c19-edcf-4fd7-81b5-e6d64326cef0,2026-07-12 19:00:00,2026-07-12 20:00:00,,sharding1,,,,,,,,,5487
1484622338564623	,cn-hongkong,5c285c19-edcf-4fd7-81b5-e6d64326cef0,5c285c19-edcf-4fd7-81b5-e6d64326cef0,2026-07-12 20:00:00,2026-07-12 21:00:00,,sharding1,,,,,,,,,4086
1484622338564623	,cn-hongkong,5c285c19-edcf-4fd7-81b5-e6d64326cef0,5c285c19-edcf-4fd7-81b5-e6d64326cef0,2026-07-12 21:00:00,2026-07-12 22:00:00,,sharding1,,,,,,,,,0
1484622338564623	,cn-hongkong,6b6141bf-7f4c-4a9e-baee-f8df20cb095f,6b6141bf-7f4c-4a9e-baee-f8df20cb095f,2026-07-01 15:00:00,2026-07-01 16:00:00,,sharding6,,,,,,,,,100
1484622338564623	,cn-hongkong,6b6141bf-7f4c-4a9e-baee-f8df20cb095f,6b6141bf-7f4c-4a9e-baee-f8df20cb095f,2026-07-12 18:00:00,2026-07-12 19:00:00,,sharding6,,,,,,,,,100
1484622338564623	,cn-hongkong,6b6141bf-7f4c-4a9e-baee-f8df20cb095f,6b6141bf-7f4c-4a9e-baee-f8df20cb095f,2026-07-12 19:00:00,2026-07-12 20:00:00,,sharding6,,,,,,,,,5409
1484622338564623	,cn-hongkong,6b6141bf-7f4c-4a9e-baee-f8df20cb095f,6b6141bf-7f4c-4a9e-baee-f8df20cb095f,2026-07-12 20:00:00,2026-07-12 21:00:00,,sharding6,,,,,,,,,4601
1484622338564623	,cn-hongkong,6b6141bf-7f4c-4a9e-baee-f8df20cb095f,6b6141bf-7f4c-4a9e-baee-f8df20cb095f,2026-07-12 21:00:00,2026-07-12 22:00:00,,sharding6,,,,,,,,,0
1484622338564623	,cn-hongkong,84915c62-7237-455a-b501-a592c7c5ca80,84915c62-7237-455a-b501-a592c7c5ca80,2026-07-01 15:00:00,2026-07-01 16:00:00,,sharding4,,,,,,,,,100
1484622338564623	,cn-hongkong,84915c62-7237-455a-b501-a592c7c5ca80,84915c62-7237-455a-b501-a592c7c5ca80,2026-07-12 18:00:00,2026-07-12 19:00:00,,sharding4,,,,,,,,,122
1484622338564623	,cn-hongkong,84915c62-7237-455a-b501-a592c7c5ca80,84915c62-7237-455a-b501-a592c7c5ca80,2026-07-12 19:00:00,2026-07-12 20:00:00,,sharding4,,,,,,,,,4922
1484622338564623	,cn-hongkong,84915c62-7237-455a-b501-a592c7c5ca80,84915c62-7237-455a-b501-a592c7c5ca80,2026-07-12 20:00:00,2026-07-12 21:00:00,,sharding4,,,,,,,,,3675
1484622338564623	,cn-hongkong,84915c62-7237-455a-b501-a592c7c5ca80,84915c62-7237-455a-b501-a592c7c5ca80,2026-07-12 21:00:00,2026-07-12 22:00:00,,sharding4,,,,,,,,,0
1484622338564623	,cn-hongkong,a2eece2c-c220-4170-b579-691cd432137b,a2eece2c-c220-4170-b579-691cd432137b,2026-07-01 15:00:00,2026-07-01 16:00:00,,sharding7,,,,,,,,,100
1484622338564623	,cn-hongkong,a2eece2c-c220-4170-b579-691cd432137b,a2eece2c-c220-4170-b579-691cd432137b,2026-07-12 18:00:00,2026-07-12 19:00:00,,sharding7,,,,,,,,,100
1484622338564623	,cn-hongkong,a2eece2c-c220-4170-b579-691cd432137b,a2eece2c-c220-4170-b579-691cd432137b,2026-07-12 19:00:00,2026-07-12 20:00:00,,sharding7,,,,,,,,,4720
1484622338564623	,cn-hongkong,a2eece2c-c220-4170-b579-691cd432137b,a2eece2c-c220-4170-b579-691cd432137b,2026-07-12 20:00:00,2026-07-12 21:00:00,,sharding7,,,,,,,,,2767
1484622338564623	,cn-hongkong,a2eece2c-c220-4170-b579-691cd432137b,a2eece2c-c220-4170-b579-691cd432137b,2026-07-12 21:00:00,2026-07-12 22:00:00,,sharding7,,,,,,,,,0
1484622338564623	,cn-hongkong,aabc891e-ec3a-493f-b4c0-afea28d8f22d,aabc891e-ec3a-493f-b4c0-afea28d8f22d,2026-07-01 15:00:00,2026-07-01 16:00:00,,base_line_full_search,,,,,,,,,1427
1484622338564623	,cn-hongkong,aabc891e-ec3a-493f-b4c0-afea28d8f22d,aabc891e-ec3a-493f-b4c0-afea28d8f22d,2026-07-10 20:00:00,2026-07-10 21:00:00,,base_line_full_search,,,,,,,,,2657
1484622338564623	,cn-hongkong,aabc891e-ec3a-493f-b4c0-afea28d8f22d,aabc891e-ec3a-493f-b4c0-afea28d8f22d,2026-07-12 18:00:00,2026-07-12 19:00:00,,base_line_full_search,,,,,,,,,17442
1484622338564623	,cn-hongkong,bc7a6631-64dd-467e-84e3-6e5ca0519ace,bc7a6631-64dd-467e-84e3-6e5ca0519ace,2026-07-01 15:00:00,2026-07-01 16:00:00,,sharding3,,,,,,,,,100
1484622338564623	,cn-hongkong,bc7a6631-64dd-467e-84e3-6e5ca0519ace,bc7a6631-64dd-467e-84e3-6e5ca0519ace,2026-07-12 18:00:00,2026-07-12 19:00:00,,sharding3,,,,,,,,,952
1484622338564623	,cn-hongkong,bc7a6631-64dd-467e-84e3-6e5ca0519ace,bc7a6631-64dd-467e-84e3-6e5ca0519ace,2026-07-12 19:00:00,2026-07-12 20:00:00,,sharding3,,,,,,,,,1555
1484622338564623	,cn-hongkong,bc7a6631-64dd-467e-84e3-6e5ca0519ace,bc7a6631-64dd-467e-84e3-6e5ca0519ace,2026-07-12 20:00:00,2026-07-12 21:00:00,,sharding3,,,,,,,,,1553
1484622338564623	,cn-hongkong,bc7a6631-64dd-467e-84e3-6e5ca0519ace,bc7a6631-64dd-467e-84e3-6e5ca0519ace,2026-07-12 21:00:00,2026-07-12 22:00:00,,sharding3,,,,,,,,,0
1484622338564623	,cn-hongkong,c6d960b0-ae3d-4d4f-8136-3540e077147b,c6d960b0-ae3d-4d4f-8136-3540e077147b,2026-07-01 20:00:00,2026-07-01 21:00:00,,To_FC,,,,,,,,,780
1484622338564623	,cn-hongkong,c6d960b0-ae3d-4d4f-8136-3540e077147b,c6d960b0-ae3d-4d4f-8136-3540e077147b,2026-07-01 21:00:00,2026-07-01 22:00:00,,To_FC,,,,,,,,,734
1484622338564623	,cn-hongkong,f0317072-05a4-498f-909f-f6397387aa5b,f0317072-05a4-498f-909f-f6397387aa5b,2026-07-01 15:00:00,2026-07-01 16:00:00,,sharding0,,,,,,,,,100
1484622338564623	,cn-hongkong,f0317072-05a4-498f-909f-f6397387aa5b,f0317072-05a4-498f-909f-f6397387aa5b,2026-07-12 18:00:00,2026-07-12 19:00:00,,sharding0,,,,,,,,,152
1484622338564623	,cn-hongkong,f0317072-05a4-498f-909f-f6397387aa5b,f0317072-05a4-498f-909f-f6397387aa5b,2026-07-12 19:00:00,2026-07-12 20:00:00,,sharding0,,,,,,,,,7427
1484622338564623	,cn-hongkong,f0317072-05a4-498f-909f-f6397387aa5b,f0317072-05a4-498f-909f-f6397387aa5b,2026-07-12 20:00:00,2026-07-12 21:00:00,,sharding0,,,,,,,,,5889
1484622338564623	,cn-hongkong,f0317072-05a4-498f-909f-f6397387aa5b,f0317072-05a4-498f-909f-f6397387aa5b,2026-07-12 21:00:00,2026-07-12 22:00:00,,sharding0,,,,,,,,,0
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-01 15:00:00,2026-07-01 16:00:00,,vector_search,,,,,,,,,148
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-01 16:00:00,2026-07-01 17:00:00,,vector_search,,,,,,,,,273
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-01 21:00:00,2026-07-01 22:00:00,,vector_search,,,,,,,,,402
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-08 20:00:00,2026-07-08 21:00:00,,vector_search,,,,,,,,,489
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-08 21:00:00,2026-07-08 22:00:00,,vector_search,,,,,,,,,2007
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-08 22:00:00,2026-07-08 23:00:00,,vector_search,,,,,,,,,2988
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-09 15:00:00,2026-07-09 16:00:00,,vector_search,,,,,,,,,2579
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-09 16:00:00,2026-07-09 17:00:00,,vector_search,,,,,,,,,2416
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-09 17:00:00,2026-07-09 18:00:00,,vector_search,,,,,,,,,6403
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-09 18:00:00,2026-07-09 19:00:00,,vector_search,,,,,,,,,100
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-09 20:00:00,2026-07-09 21:00:00,,vector_search,,,,,,,,,13284
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-09 22:00:00,2026-07-09 23:00:00,,vector_search,,,,,,,,,16027
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-10 20:00:00,2026-07-10 21:00:00,,vector_search,,,,,,,,,14262
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-12 21:00:00,2026-07-12 22:00:00,,vector_search,,,,,,,,,1246
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-16 16:00:00,2026-07-16 17:00:00,,vector_search,,,,,,,,,1332
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-16 17:00:00,2026-07-16 18:00:00,,vector_search,,,,,,,,,2920
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-16 18:00:00,2026-07-16 19:00:00,,vector_search,,,,,,,,,1986
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-16 19:00:00,2026-07-16 20:00:00,,vector_search,,,,,,,,,1350
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-16 20:00:00,2026-07-16 21:00:00,,vector_search,,,,,,,,,1560
1484622338564623	,cn-hongkong,f13fe901-0107-4f05-a721-52826961c6af,f13fe901-0107-4f05-a721-52826961c6af,2026-07-16 21:00:00,2026-07-16 22:00:00,,vector_search,,,,,,,,,303
